STMMW_23011	SALM_16808	100.000	2286	0	0	1	2286	1	2286	0.0	4222
STMMW_14251	SALM_15990	99.625	267	1	0	1	267	1	267	1.74e-138	488
STMMW_33821	SALM_17832	100.000	966	0	0	1	966	1	966	0.0	1784
STMMW_04381	SALM_15072	99.437	888	5	0	1	888	1	888	0.0	1613
STMMW_08801	SALM_15490	99.848	660	1	0	1	660	1	660	0.0	1214
STMMW_34881	SALM_17936	100.000	885	0	0	1	885	1	885	0.0	1635
STMMW_18671	SALM_16404	100.000	1476	0	0	1	1476	1	1476	0.0	2726
STMMW_14121	SALM_15977	100.000	228	0	0	1	228	1	228	1.50e-118	422
STMMW_05161	SALM_15148	100.000	633	0	0	1	633	1	633	0.0	1170
STMMW_15991	SALM_16148	100.000	1965	0	0	1	1965	1	1965	0.0	3629
STMMW_02351	SALM_14896	99.217	1149	9	0	1	1149	1	1149	0.0	2073
STMMW_24541	SALM_16960	98.847	867	10	0	1	867	1	867	0.0	1546
STMMW_40641	SALM_18494	100.000	318	0	0	1	318	1	318	2.01e-168	588
STMMW_34081	SALM_17856	99.798	990	2	0	1	990	1	990	0.0	1818
STMMW_06841	SALM_15308	99.443	897	5	0	1	897	1	897	0.0	1629
STMMW_06841	SALM_15309	100.000	29	0	0	1	29	524	552	2.68e-07	54.7
STMMW_14021	SALM_15967	99.694	327	1	0	1	327	1	327	9.58e-172	599
STMMW_05381	SALM_15170	100.000	1551	0	0	1	1551	1	1551	0.0	2865
STMMW_42861	SALM_18701	100.000	318	0	0	1	318	1	318	2.01e-168	588
STMMW_01711	SALM_14832	100.000	795	0	0	1	795	1	795	0.0	1469
STMMW_25141	SALM_17019	100.000	1290	0	0	1	1290	1	1290	0.0	2383
STMMW_25411	SALM_17043	100.000	1005	0	0	1	1005	1	1005	0.0	1857
STMMW_17221	SALM_16266	99.133	807	7	0	1	807	1	807	0.0	1452
STMMW_30501	SALM_17511	99.333	300	2	0	1	300	1	300	4.15e-155	544
STMMW_10921	SALM_15669	100.000	318	0	0	1	318	1	318	2.01e-168	588
STMMW_27811	SALM_17261	100.000	1173	0	0	1	1173	1	1173	0.0	2167
STMMW_06151	SALM_15245	100.000	1008	0	0	1	1008	1	1008	0.0	1862
STMMW_33081	SALM_17760	100.000	297	0	0	1	297	1	297	8.82e-157	549
STMMW_36901	SALM_18126	100.000	252	0	0	1	252	1	252	7.64e-132	466
STMMW_39101	SALM_18344	100.000	2547	0	0	1	2547	1	2547	0.0	4704
STMMW_30761	SALM_17536	100.000	708	0	0	1	708	1	708	0.0	1308
STMMW_38501	SALM_18283	100.000	1383	0	0	1	1383	1	1383	0.0	2555
STMMW_37231	SALM_18158	100.000	717	0	0	1	717	1	717	0.0	1325
STMMW_29351	SALM_17406	100.000	816	0	0	1	816	1	816	0.0	1507
STMMW_39191	SALM_18352	98.588	708	10	0	1	708	1	708	0.0	1253
STMMW_16171	SALM_16166	100.000	1656	0	0	1	1656	1	1656	0.0	3059
STMMW_19331	SALM_16465	100.000	801	0	0	1	801	1	801	0.0	1480
STMMW_18311	SALM_16372	100.000	792	0	0	1	792	1	792	0.0	1463
STMMW_02431	SALM_14903	99.234	261	2	0	1	261	1	261	1.71e-133	472
STMMW_28591	SALM_17334	100.000	1119	0	0	1	1119	1	1119	0.0	2067
STMMW_34501	SALM_17897	100.000	552	0	0	1	552	1	552	0.0	1020
STMMW_22261	SALM_16739	100.000	858	0	0	1	858	1	858	0.0	1585
STMMW_23241	SALM_16830	100.000	900	0	0	1	900	1	900	0.0	1663
STMMW_45101	SALM_18912	99.169	1323	11	0	1	1323	1	1323	0.0	2383
STMMW_43851	SALM_18796	100.000	303	0	0	1	303	1	303	4.16e-160	560
STMMW_08651	SALM_15475	99.078	759	7	0	1	759	1	759	0.0	1363
STMMW_08121	SALM_15426	100.000	1053	0	0	1	1053	1	1053	0.0	1945
STMMW_09521	SALM_15556	100.000	1659	0	0	1	1659	1	1659	0.0	3064
STMMW_09291	SALM_15534	100.000	1134	0	0	1	1134	1	1134	0.0	2095
STMMW_00441	SALM_14715	100.000	264	0	0	1	264	1	264	1.72e-138	488
STMMW_35271	SALM_17973	99.451	2187	12	0	1	2187	1	2187	0.0	3973
STMMW_24041	SALM_16911	100.000	810	0	0	1	810	1	810	0.0	1496
STMMW_07021	SALM_15324	100.000	1212	0	0	1	1212	1	1212	0.0	2239
STMMW_43501	SALM_18763	100.000	273	0	0	1	273	1	273	1.77e-143	505
STMMW_01381	SALM_14800	100.000	1263	0	0	1	1263	1	1263	0.0	2333
STMMW_31371	SALM_17597	100.000	660	0	0	1	660	1	660	0.0	1219
STMMW_06431	SALM_15268	100.000	654	0	0	1	654	1	654	0.0	1208
STMMW_00651	SALM_14733	100.000	822	0	0	1	822	1	822	0.0	1519
STMMW_00121	SALM_14685	99.561	1140	5	0	1	1140	1	1140	0.0	2078
STMMW_21741	SALM_16687	99.403	1005	6	0	1	1005	1	1005	0.0	1823
STMMW_17471	SALM_16289	99.780	909	2	0	1	909	1	909	0.0	1668
STMMW_01521	SALM_14814	100.000	564	0	0	1	564	1	564	0.0	1042
STMMW_26771	SALM_17166	100.000	732	0	0	1	732	1	732	0.0	1352
STMMW_30971	SALM_17557	100.000	1413	0	0	1	1413	1	1413	0.0	2610
STMMW_41901	SALM_18612	100.000	213	0	0	1	213	1	213	3.06e-110	394
STMMW_26801	SALM_17169	100.000	339	0	0	1	339	1	339	4.57e-180	627
STMMW_28741	SALM_17347	100.000	1209	0	0	1	1209	1	1209	0.0	2233
STMMW_38752	SALM_18310	100.000	99	0	0	1	99	1	99	2.97e-47	183
STMMW_19471	SALM_16476	98.966	387	4	0	1	387	1	387	0.0	693
STMMW_15321	SALM_16091	100.000	1062	0	0	1	1062	1	1062	0.0	1962
STMMW_33691	SALM_17819	100.000	594	0	0	1	594	1	594	0.0	1098
STMMW_27601	SALM_17238	100.000	1401	0	0	1	1401	1	1401	0.0	2588
STMMW_11521	SALM_15726	99.561	456	2	0	1	456	1	456	0.0	832
STMMW_11831	SALM_15757	100.000	405	0	0	1	405	1	405	0.0	749
STMMW_41011	SALM_18532	100.000	546	0	0	1	546	1	546	0.0	1009
STMMW_18871	SALM_16421	100.000	396	0	0	1	396	1	396	0.0	732
STMMW_16431	SALM_16191	100.000	411	0	0	1	411	1	411	0.0	760
STMMW_35041	SALM_17951	100.000	2394	0	0	1	2394	1	2394	0.0	4421
STMMW_04541	SALM_15088	100.000	321	0	0	1	321	1	321	4.37e-170	593
STMMW_39931	SALM_18424	100.000	990	0	0	1	990	1	990	0.0	1829
STMMW_11781	SALM_15752	100.000	1575	0	0	1	1575	1	1575	0.0	2909
STMMW_32921	SALM_17744	100.000	1338	0	0	1	1338	1	1338	0.0	2471
STMMW_44991	SALM_18900	100.000	1029	0	0	1	1029	1	1029	0.0	1901
STMMW_14491	SALM_16015	100.000	1122	0	0	1	1122	1	1122	0.0	2073
STMMW_36461	SALM_18083	98.350	303	5	0	1	303	1	303	9.08e-152	532
STMMW_07361	SALM_15354	100.000	1176	0	0	1	1176	1	1176	0.0	2172
STMMW_23651	SALM_16873	100.000	273	0	0	1	273	1	273	1.77e-143	505
STMMW_04811	SALM_15115	100.000	348	0	0	1	348	1	348	0.0	643
STMMW_08351	SALM_15446	100.000	1059	0	0	1	1059	1	1059	0.0	1956
STMMW_08821	SALM_15492	100.000	504	0	0	1	504	1	504	0.0	931
STMMW_34311	SALM_17880	100.000	606	0	0	1	606	1	606	0.0	1120
STMMW_09191	SALM_15524	99.505	1212	6	0	1	1212	1	1212	0.0	2206
STMMW_05631	SALM_15195	100.000	1221	0	0	1	1221	1	1221	0.0	2255
STMMW_33921	SALM_17840	100.000	555	0	0	1	555	1	555	0.0	1026
STMMW_23031	SALM_16810	99.608	255	1	0	1	255	1	255	7.74e-132	466
STMMW_14001	SALM_15965	100.000	1212	0	0	1	1212	1	1212	0.0	2239
STMMW_09991	SALM_15600	100.000	747	0	0	1	747	1	747	0.0	1380
STMMW_42841	SALM_18699	100.000	147	0	0	1	147	1	147	9.81e-74	272
STMMW_31161	SALM_17576	100.000	405	0	0	1	405	1	405	0.0	749
STMMW_01731	SALM_14834	99.425	348	2	0	1	348	1	348	0.0	632
STMMW_17201	SALM_16264	100.000	1359	0	0	1	1359	1	1359	0.0	2510
STMMW_39341	SALM_18366	100.000	900	0	0	1	900	1	900	0.0	1663
STMMW_39341	SALM_18367	100.000	113	0	0	788	900	954	842	5.42e-54	209
STMMW_30561	SALM_17517	100.000	948	0	0	1	948	1	948	0.0	1751
STMMW_33061	SALM_17758	99.683	1260	4	0	1	1260	1	1260	0.0	2305
STMMW_37781	SALM_18207	100.000	1503	0	0	1	1503	1	1503	0.0	2776
STMMW_41711	SALM_18595	100.000	246	0	0	1	246	1	246	1.61e-128	455
STMMW_36921	SALM_18128	100.000	1545	0	0	1	1545	1	1545	0.0	2854
STMMW_33201	SALM_17772	99.306	288	2	0	1	288	1	288	1.86e-148	521
STMMW_37251	SALM_18160	99.417	858	5	0	1	858	1	858	0.0	1557
STMMW_19641	SALM_16493	100.000	228	0	0	1	228	1	228	1.50e-118	422
STMMW_19311	SALM_16463	99.851	669	1	0	1	669	1	669	0.0	1230
STMMW_06171	SALM_15247	100.000	633	0	0	1	633	1	633	0.0	1170
STMMW_18991	SALM_16433	100.000	390	0	0	1	390	1	390	0.0	721
STMMW_36251	SALM_18063	100.000	1692	0	0	1	1692	1	1692	0.0	3125
STMMW_36251	SALM_20587	98.791	827	10	0	1	827	1	827	0.0	1472
STMMW_36251	SALM_20587	98.782	821	10	0	872	1692	812	1632	0.0	1461
STMMW_02411	SALM_14901	100.000	390	0	0	1	390	1	390	0.0	721
STMMW_16331	SALM_16181	99.698	663	2	0	1	663	1	663	0.0	1214
STMMW_14791	SALM_16045	99.346	1530	10	0	1	1530	1	1530	0.0	2771
STMMW_36071	SALM_18050	100.000	1926	0	0	1	1926	1	1926	0.0	3557
STMMW_07281	SALM_15346	100.000	675	0	0	1	675	1	675	0.0	1247
STMMW_30981	SALM_17558	100.000	1059	0	0	1	1059	1	1059	0.0	1956
STMMW_42431	SALM_18661	100.000	669	0	0	1	669	1	669	0.0	1236
STMMW_17651	SALM_16307	99.753	810	2	0	1	810	1	810	0.0	1485
STMMW_15151	SALM_16075	99.746	393	1	0	1	393	1	393	0.0	721
STMMW_08101	SALM_15424	99.042	939	9	0	1	939	1	939	0.0	1685
STMMW_04481	SALM_15082	100.000	309	0	0	1	309	1	309	1.97e-163	571
STMMW_11641	SALM_15738	100.000	1053	0	0	1	1053	1	1053	0.0	1945
STMMW_18191	SALM_16359	99.002	1704	17	0	1	1704	1	1704	0.0	3053
STMMW_11311	SALM_15705	100.000	639	0	0	1	639	1	639	0.0	1181
STMMW_12661	SALM_15836	100.000	591	0	0	1	591	1	591	0.0	1092
STMMW_35251	SALM_17971	100.000	1296	0	0	1	1296	1	1296	0.0	2394
STMMW_35521	SALM_17997	100.000	927	0	0	1	927	1	927	0.0	1712
STMMW_40881	SALM_18518	100.000	1377	0	0	1	1377	1	1377	0.0	2543
STMMW_04731	SALM_15107	99.656	582	2	0	1	582	1	582	0.0	1064
STMMW_13211	SALM_15890	99.713	348	1	0	1	348	1	348	0.0	638
STMMW_34781	SALM_17927	100.000	86	0	0	1	86	317	402	7.65e-39	159
STMMW_29531	SALM_17424	100.000	1332	0	0	1	1332	1	1332	0.0	2460
STMMW_43521	SALM_18765	100.000	639	0	0	1	639	1	639	0.0	1181
STMMW_18731	SALM_16409	100.000	30	0	0	1	30	30	1	6.68e-08	56.5
STMMW_05281	SALM_15160	100.000	819	0	0	1	819	1	819	0.0	1513
STMMW_09501	SALM_15554	99.214	1653	13	0	1	1653	1	1653	0.0	2981
STMMW_02251	SALM_14886	100.000	558	0	0	1	558	1	558	0.0	1031
STMMW_34121	SALM_17860	100.000	117	0	0	1	117	1	117	3.55e-57	217
STMMW_04411	SALM_15075	100.000	1887	0	0	1	1887	1	1887	0.0	3485
STMMW_00101	SALM_14683	100.000	405	0	0	1	405	1	405	0.0	749
STMMW_21721	SALM_16685	100.000	1053	0	0	1	1053	1	1053	0.0	1945
STMMW_01501	SALM_14812	99.315	438	3	0	1	438	1	438	0.0	793
STMMW_30951	SALM_17555	100.000	1185	0	0	1	1185	1	1185	0.0	2189
STMMW_20411	SALM_16560	100.000	1455	0	0	1	1455	1	1455	0.0	2687
STMMW_24971	SALM_17000	100.000	1299	0	0	1	1299	1	1299	0.0	2399
STMMW_28621	SALM_17337	100.000	444	0	0	1	444	1	444	0.0	821
STMMW_21091	SALM_16627	100.000	612	0	0	1	612	1	612	0.0	1131
STMMW_26821	SALM_17171	100.000	909	0	0	1	909	1	909	0.0	1679
STMMW_39571	SALM_18388	100.000	546	0	0	1	546	1	546	0.0	1009
STMMW_30041	SALM_17469	100.000	897	0	0	1	897	1	897	0.0	1657
STMMW_38771	SALM_18312	100.000	261	0	0	1	261	1	261	7.89e-137	483
STMMW_13081	SALM_15877	100.000	417	0	0	1	417	1	417	0.0	771
STMMW_13081	SALM_15876	97.561	41	1	0	377	417	276	236	1.20e-12	71.3
STMMW_25591	SALM_17060	99.483	387	2	0	1	387	1	387	0.0	704
STMMW_27441	SALM_17223	99.083	2181	20	0	1	2181	1	2181	0.0	3917
STMMW_27991	SALM_17279	99.612	774	3	0	1	774	1	774	0.0	1413
